time,Latitude,,Longitude,
234338,4202.1193,N,7141.7877,W
234339,4202.1193,N,7141.7877,W
234340,4202.1193,N,7141.7877,W
234341,4202.1193,N,7141.7877,W
234342,4202.1193,N,7141.7877,W
234343,4202.1193,N,7141.7877,W
234344,4202.1193,N,7141.7877,W
234345,4202.1193,N,7141.7877,W
234346,4202.1193,N,7141.7877,W
234347,4202.1193,N,7141.7877,W
234348,4202.1193,N,7141.7877,W
234349,4202.1193,N,7141.7877,W
234350,4202.1193,N,7141.7877,W
234351,4202.1193,N,7141.7877,W
234352,4202.1193,N,7141.7877,W
234353,4202.1193,N,7141.7877,W
234354,4202.1193,N,7141.7877,W
234355,4202.1193,N,7141.7877,W
234356,4202.1193,N,7141.7877,W
234357,4202.1193,N,7141.7877,W
234358,4202.1192,N,7141.7877,W
234359,4202.1192,N,7141.7877,W
234400,4202.1192,N,7141.7877,W
234401,4202.1192,N,7141.7877,W
234402,4202.1192,N,7141.7877,W
234403,4202.1192,N,7141.7877,W
234404,4202.1192,N,7141.7877,W
234405,4202.1192,N,7141.7877,W
234406,4202.1192,N,7141.7877,W
234407,4202.1192,N,7141.7877,W
234408,4202.1192,N,7141.7877,W
234409,4202.1192,N,7141.7877,W
234410,4202.1192,N,7141.7877,W
234411,4202.1192,N,7141.7877,W
234412,4202.1192,N,7141.7877,W
234413,4202.1192,N,7141.7877,W
234414,4202.1192,N,7141.7877,W
234415,4202.1192,N,7141.7877,W
234416,4202.1192,N,7141.7877,W
234417,4202.1192,N,7141.7877,W
234418,4202.1192,N,7141.7877,W
234419,4202.1192,N,7141.7877,W
234420,4202.1192,N,7141.7877,W
234421,4202.1192,N,7141.7877,W
234422,4202.1192,N,7141.7877,W
234423,4202.1192,N,7141.7877,W
234424,4202.1192,N,7141.7877,W
234425,4202.1192,N,7141.7877,W
234426,4202.1192,N,7141.7877,W
234427,4202.1192,N,7141.7877,W
234428,4202.1192,N,7141.7877,W
234429,4202.1192,N,7141.7877,W
234430,4202.1192,N,7141.7877,W
234431,4202.1192,N,7141.7877,W
234432,4202.1192,N,7141.7877,W
234433,4202.1192,N,7141.7877,W
234434,4202.1192,N,7141.7877,W
234435,4202.1192,N,7141.7877,W
234436,4202.1192,N,7141.7877,W
234437,4202.1192,N,7141.7877,W
234438,4202.1192,N,7141.7877,W
234439,4202.1192,N,7141.7877,W
234440,4202.1192,N,7141.7877,W
234441,4202.1192,N,7141.7877,W
234442,4202.1192,N,7141.7877,W
234443,4202.1192,N,7141.7877,W
234444,4202.1192,N,7141.7877,W
234445,4202.1192,N,7141.7877,W
234446,4202.1192,N,7141.7877,W
234447,4202.1192,N,7141.7877,W
234448,4202.1192,N,7141.7877,W
234449,4202.1192,N,7141.7877,W
234450,4202.1192,N,7141.7877,W
234451,4202.1192,N,7141.7877,W
234452,4202.1192,N,7141.7877,W
234453,4202.1192,N,7141.7877,W
234454,4202.1192,N,7141.7877,W
234455,4202.1192,N,7141.7877,W
234456,4202.1192,N,7141.7877,W
234457,4202.1192,N,7141.7877,W
234458,4202.1192,N,7141.7877,W
234459,4202.1192,N,7141.7877,W
234500,4202.1192,N,7141.7877,W
234501,4202.1192,N,7141.7877,W
234502,4202.1192,N,7141.7877,W
234503,4202.1192,N,7141.7877,W
234504,4202.1192,N,7141.7877,W
234505,4202.1192,N,7141.7877,W
234506,4202.1192,N,7141.7877,W
234507,4202.1192,N,7141.7877,W
234508,4202.1192,N,7141.7877,W
234509,4202.1192,N,7141.7877,W
234510,4202.1192,N,7141.7877,W
234511,4202.1192,N,7141.7877,W
234512,4202.1192,N,7141.7877,W
234513,4202.1192,N,7141.7877,W
234514,4202.1192,N,7141.7877,W
234515,4202.1192,N,7141.7877,W
234516,4202.1192,N,7141.7877,W
234517,4202.1192,N,7141.7877,W
234518,4202.1192,N,7141.7877,W
234519,4202.1192,N,7141.7877,W
234520,4202.1192,N,7141.7877,W
234521,4202.1192,N,7141.7877,W
234522,4202.1192,N,7141.7877,W
234523,4202.1192,N,7141.7877,W
234524,4202.1192,N,7141.7877,W
234525,4202.1192,N,7141.7877,W
234526,4202.1191,N,7141.7877,W
234527,4202.1191,N,7141.7877,W
234528,4202.1191,N,7141.7877,W
234529,4202.1191,N,7141.7877,W
234530,4202.1191,N,7141.7877,W
234531,4202.1191,N,7141.7877,W
234532,4202.1192,N,7141.7877,W
234533,4202.1192,N,7141.7877,W
234534,4202.1192,N,7141.7877,W
234535,4202.1192,N,7141.7877,W
234536,4202.1192,N,7141.7877,W
234537,4202.1192,N,7141.7877,W
234538,4202.1192,N,7141.7877,W
234539,4202.1192,N,7141.7877,W
234540,4202.1192,N,7141.7877,W
234541,4202.1192,N,7141.7877,W
234542,4202.1192,N,7141.7877,W
234543,4202.1192,N,7141.7877,W
234544,4202.1192,N,7141.7877,W
234545,4202.1192,N,7141.7877,W
234546,4202.1192,N,7141.7877,W
234547,4202.1192,N,7141.7877,W
234548,4202.1192,N,7141.7877,W
234549,4202.1192,N,7141.7877,W
234550,4202.1192,N,7141.7877,W
234551,4202.1192,N,7141.7877,W
234552,4202.1192,N,7141.7877,W
234553,4202.1192,N,7141.7877,W
234554,4202.1192,N,7141.7877,W
234555,4202.1192,N,7141.7877,W
234556,4202.1192,N,7141.7877,W
234557,4202.1192,N,7141.7877,W
234558,4202.1192,N,7141.7877,W
234559,4202.1192,N,7141.7877,W
234600,4202.1192,N,7141.7877,W
234601,4202.1192,N,7141.7877,W
234602,4202.1192,N,7141.7877,W
234603,4202.1192,N,7141.7877,W
234604,4202.1192,N,7141.7877,W
234605,4202.1192,N,7141.7877,W
234606,4202.1192,N,7141.7877,W
234607,4202.1192,N,7141.7877,W
234608,4202.1192,N,7141.7877,W
234609,4202.1192,N,7141.7877,W
234610,4202.1192,N,7141.7877,W
234611,4202.1191,N,7141.7877,W
234612,4202.1192,N,7141.7877,W
234613,4202.1191,N,7141.7877,W
234614,4202.1192,N,7141.7877,W
234615,4202.1192,N,7141.7877,W
234616,4202.1192,N,7141.7877,W
234617,4202.1192,N,7141.7877,W
234618,4202.1192,N,7141.7877,W
234619,4202.1192,N,7141.7877,W
234620,4202.1192,N,7141.7877,W
234621,4202.1191,N,7141.7877,W
234622,4202.1191,N,7141.7877,W
234623,4202.1191,N,7141.7877,W
234624,4202.1191,N,7141.7877,W
234625,4202.1191,N,7141.7877,W
234626,4202.1191,N,7141.7877,W
234627,4202.1191,N,7141.7877,W
234628,4202.1191,N,7141.7877,W
234629,4202.1191,N,7141.7877,W
234630,4202.1191,N,7141.7877,W
234631,4202.1191,N,7141.7877,W
234632,4202.1191,N,7141.7877,W
234633,4202.1191,N,7141.7877,W
234634,4202.1191,N,7141.7877,W
234635,4202.1191,N,7141.7877,W
234636,4202.1191,N,7141.7877,W
234637,4202.1191,N,7141.7877,W
234638,4202.1191,N,7141.7877,W
234639,4202.1191,N,7141.7877,W
234640,4202.1191,N,7141.7877,W
234641,4202.1191,N,7141.7877,W
234642,4202.1191,N,7141.7877,W
234643,4202.1191,N,7141.7877,W
234644,4202.1191,N,7141.7877,W
234645,4202.1191,N,7141.7877,W
234646,4202.1191,N,7141.7877,W
234647,4202.1191,N,7141.7877,W
234648,4202.1191,N,7141.7877,W
234649,4202.1191,N,7141.7877,W
234650,4202.1191,N,7141.7877,W
234651,4202.1191,N,7141.7877,W
234652,4202.1191,N,7141.7877,W
234653,4202.1191,N,7141.7877,W
234654,4202.1191,N,7141.7877,W
